S/N,BRAND,MODEL,LOCATION,DATE ENTERED,OnHand
CNC8F6N7SR,HP,M602N,REFURB1,,5.000000
CNCBXCD2H261,HP,M602N,REFURB1,,5.000000
HCE26430,CANON,MF4450,REFURB1,,2.000000
ELD70846,CANON,MF4450,REFURB1,,2.000000
VNBJ9DB00G,HP,P3015N,REFURB1,,2.000000
VNF3R11413,HP,P3015N,REFURB1,,2.000000
ZDFGBJFJ20000X,SAMSUNG,SL-M4070FR,REFURB1,,198.000000
ZDFJBJAH3000PD,SAMSUNG,SL-M4070FR,REFURB1,,198.000000
AL72018569N0,OKI,ES8473MFP,CEB,,2.000000
CNB7K4F3FB,HP,M521dw,CEB,,21.000000
CNB7K4F3J4,HP,M521dw,CEB,,21.000000
CNB7K4F3K0,HP,M521dw,CEB,,21.000000
TMY06377,CANON,MF628CW,CEB,,4.000000
TMY06366,CANON,MF628CW,CEB,,4.000000
WQS03774,CANON,MF628CW,CEB,,4.000000
CNFY809256,HP,P4015N,CEB,,15.000000
CNFY126727,HP,P4015N,CEB,,15.000000
CNFY898488,HP,P4015N,CEB,,15.000000
PHGFD25842,HP,M401DN,REFURB1,,38.000000
VNH4G03988,HP,M401DN,REFURB1,,38.000000
VND3202086,HP,M401DN,REFURB1,,38.000000
ED421133,FUJI,SC2520,CEB,,4.000000
ED421132,FUJI,SC2520,CEB,,4.000000
ED421086,FUJI,SC2520,CEB,,4.000000
BU189327,FUJI,SC2520,CEB,,4.000000
CNHX41066,HP,M425DN,REFURB1,,5.000000
CNHXD80849,HP,M425DN,REFURB1,,5.000000
CNHXC98720,HP,M425DN,REFURB1,,5.000000
CNHXC16419,HP,M425DN,REFURB1,,5.000000
ZDGHBJEH80001VE,SAMSUNG,SL-M4070FR,CEB,,198.000000
ZDFJBJEH90002SM,SAMSUNG,SL-M4070FR,CEB,,198.000000
ZDFJBJEJ20001WL,SAMSUNG,SL-M4070FR,CEB,,198.000000
ZDFJBJEJ20000QR,SAMSUNG,SL-M4070FR,CEB,,198.000000
ZDFJBJEH90002KP,SAMSUNG,SL-M4070FR,CEB,,198.000000
ZDFJBJEH90003EW,SAMSUNG,SL-M4070FR,CEB,,198.000000
YWW505250,FUJI,P455D,CEB,,89.000000
YWW505267,FUJI,P455D,CEB,,89.000000
YWW505731,FUJI,P455D,CEB,,89.000000
YWW505346,FUJI,P455D,CEB,,89.000000
YWW505275,FUJI,P455D,CEB,,89.000000
YWW505728,FUJI,P455D,CEB,,89.000000
YWW505732,FUJI,P455D,CEB,,89.000000
YWW505257,FUJI,P455D,CEB,,89.000000
CNFY108958,HP,P4015N,REFURB1,,15.000000
CNFY140187,HP,P4015N,REFURB1,,15.000000
CNFY235457,HP,P4015N,REFURB1,,15.000000
CNFY897582,HP,P4015N,REFURB1,,15.000000
CNFY188530,HP,P4015N,REFURB1,,15.000000
CNDY255764,HP,P4015N,REFURB1,,15.000000
CNFY217868,HP,P4015N,REFURB1,,15.000000
CNFYC00512,HP,P4015N,REFURB1,,15.000000
MKSA517685,CANON,LBP6680,CEB,,9.000000
MKSA517679,CANON,LBP6680,CEB,,9.000000
MKSA517558,CANON,LBP6680,CEB,,9.000000
MKSA517671,CANON,LBP6680,CEB,,9.000000
MKSA517561,CANON,LBP6680,CEB,,9.000000
MKSA517560,CANON,LBP6680,CEB,,9.000000
MKSA517682,CANON,LBP6680,CEB,,9.000000
MKSA517684,CANON,LBP6680,CEB,,9.000000
MKSA518597,CANON,LBP6680,CEB,,9.000000
PHB8K2V4JS,HP,M426FDN,CEB,,38.000000
PHB8K2V4S7,HP,M426FDN,CEB,,38.000000
PHBLK761WF,HP,M426FDN,CEB,,38.000000
PHBLK6V9ST,HP,M426FDN,CEB,,38.000000
PHBLK761VH,HP,M426FDN,CEB,,38.000000
PHBLK761X3,HP,M426FDN,CEB,,38.000000
PHBLK6V9SC,HP,M426FDN,CEB,,38.000000
PHBLK6V9VB,HP,M426FDN,CEB,,38.000000
PHBLK6VB0X,HP,M426FDN,CEB,,38.000000
CNDXK2S75J,HP,M604N,CEB,,20.000000
CNDXK2S74J,HP,M604N,CEB,,20.000000
CNDXJDN26R,HP,M604N,CEB,,20.000000
CNDXJD6JRJ,HP,M604N,CEB,,20.000000
CNCXH9M2SN,HP,M604N,CEB,,20.000000
CNCXH9J2WL,HP,M604N,CEB,,20.000000
CNDXJDN2CR,HP,M604N,CEB,,20.000000
CNDXHDL9VQ,HP,M604N,CEB,,20.000000
CNBXH6S71TP,HP,M604N,CEB,,20.000000
CNDXK2S71TM,HP,M604N,CEB,,20.000000
CNDXK2S645,HP,M604N,CEB,,20.000000
CNCXH9J2K2,HP,M604N,CEB,,20.000000
CNDXJD6JT1,HP,M604N,CEB,,20.000000
NDMA411527,CANON,LBP2900,CEB,,123.000000
NDMA246951,CANON,LBP2900,CEB,,123.000000
NDMA247017,CANON,LBP2900,CEB,,123.000000
NDMA246978,CANON,LBP2900,CEB,,123.000000
NDMA246996,CANON,LBP2900,CEB,,123.000000
NDMA199071,CANON,LBP2900,CEB,,123.000000
NDMA255682,CANON,LBP2900,CEB,,123.000000
NDMA199077,CANON,LBP2900,CEB,,123.000000
NDMA411581,CANON,LBP2900,CEB,,123.000000
NDMA199091,CANON,LBP2900,CEB,,123.000000
NDMA255803,CANON,LBP2900,CEB,,123.000000
NDMA246989,CANON,LBP2900,CEB,,123.000000
NDMA199075,CANON,LBP2900,CEB,,123.000000
NDMA246988,CANON,LBP2900,CEB,,123.000000
NDMA255718,CANON,LBP2900,CEB,,123.000000
NDMA255679,CANON,LBP2900,CEB,,123.000000
NDMA410417,CANON,LBP2900,CEB,,123.000000
NDMA255795,CANON,LBP2900,CEB,,123.000000
NDMA411530,CANON,LBP2900,CEB,,123.000000
NDMA255796,CANON,LBP2900,CEB,,123.000000
NDMA255678,CANON,LBP2900,CEB,,123.000000
NDMA199066,CANON,LBP2900,CEB,,123.000000
ZDF1BJCH5000CMK,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000CFJ,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000DEJB,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH700018K,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH50009DT,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH50009RJ,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000EWR,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000CNT,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1B8GHF02F2D,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1B8GH9F0016D,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000EEN,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1B8GH9F00XHD,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1B8GH8F02D4X,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000D5K,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1B8GH9F001DW,SAMSUNG,SL-M4020,CEB,,261.000000
ZDDDBJEHA001F4P,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000DAF,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000C9D,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000DXN,SAMSUNG,SL-M4020,CEB,,261.000000
ZDF1BJCH5000E9T,SAMSUNG,SL-M4020,CEB,,261.000000
VGWK096491,EPSON,L220,REFURB,2017-11-16 00:00:00,2.000000
CNB9HDCBXN,HP,M225DN,HO,2017-11-17 00:00:00,2.000000
VGFK295087,EPSON,L360,HO,2017-11-18 00:00:00,27.000000
UB8Y053674,EPSON,L1300,HO,2017-11-08 00:00:00,21.000000
S4QY022094,EPSON,L565,HO,2017-11-22 00:00:00,23.000000
PHC7F01255,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01263,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01320,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01109,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01256,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01279,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01258,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01201,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01326,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01330,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00232,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01316,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00998,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01262,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01098,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00271,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01334,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01101,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01259,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01189,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01188,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01197,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00648,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01203,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01192,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01331,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01247,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01156,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01180,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01249,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00645,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01204,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01179,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00641,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00643,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01281,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01271,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01244,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01111,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01324,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00276,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01003,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01118,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01141,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01194,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01329,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01190,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01326,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01257,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01283,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01166,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00994,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01267,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00277,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00273,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01208,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00337,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00278,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01349,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01308,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01202,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00279,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01348,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00268,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00995,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01270,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01332,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00983,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01346,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00980,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01168,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01269,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00272,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F00342,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01329,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01339,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01317,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01260,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01176,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01246,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01178,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01258,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01174,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01181,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00274,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01274,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01106,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01195,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01200,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01254,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01239,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01252,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01171,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01103,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01173,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01196,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01198,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00241,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01253,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01183,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01328,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01207,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D00234,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01316,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7D01117,HP,M402M,HO,2017-11-01 00:00:00,259.000000
PHC7F01273,HP,M402M,HO,2017-11-01 00:00:00,259.000000
MCDA500386,CANON,LBP7200CDN,HO,2017-11-25 00:00:00,13.000000
NDMA832833,CANON,LBP2900,BAC,2017-11-22 00:00:00,123.000000
NDMA832822,CANON,LBP2900,BAC,2017-11-22 00:00:00,123.000000
NDMA598445,CANON,LBP2900,BAC,2017-11-09 00:00:00,123.000000
NDMA598448,CANON,LBP2900,BAC,2017-11-09 00:00:00,123.000000
NDMA598437,CANON,LBP2900,HO,2017-11-09 00:00:00,123.000000
NDMA772605,CANON,LBP2900,HO,2017-11-09 00:00:00,123.000000
NDMA598458,CANON,LBP2900,HO,2017-11-09 00:00:00,123.000000
NDMA772606,CANON,LBP2900,HO,2017-11-09 00:00:00,123.000000
NDMA598459,CANON,LBP2900,BAC,2017-11-09 00:00:00,123.000000
NDMA598438,CANON,LBP2900,BAC,2017-11-09 00:00:00,123.000000
ZDF1B8GJ3A000VP,SAMSUNG,SL-M4020,HO,2017-12-05 00:00:00,261.000000
ZDFJBJEJ200004N,SAMSUNG,SL-M4070FR,HO,2017-12-05 00:00:00,198.000000
ZDFJBJEJ20005TJ,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ300002R,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ200063N,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ20001TR,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ20001RP,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ200003P,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ30000DJ,SAMSUNG,SL-M4070FR,CEB,2017-12-05 00:00:00,198.000000
ZDFJBJEJ50000FM,SAMSUNG,SL-M4070FR,BOR,2017-12-05 00:00:00,198.000000
ZDFJBJEJ30000BA,SAMSUNG,SL-M4070FR,BOR,2017-12-05 00:00:00,198.000000
VNC3800297,HP,M401dw,REFURB1,2017-12-11 00:00:00,8.000000
VNC3N00411,HP,M401dw,REFURB1,2017-12-11 00:00:00,8.000000
VNC3800360,HP,M401dw,REFURB1,2017-12-11 00:00:00,8.000000
VNH3K10650,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNH4B25570,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNC4M03236,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNC3800379,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNH3K09700,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNC3K06532,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
VNH4303360,HP,M401DN,REFURB1,2017-12-11 00:00:00,38.000000
CNDY188402,HP,P4015N,BAC,2017-12-18 00:00:00,15.000000
CNG8FDD9JP,HP,M1536,CEB,2017-12-21 00:00:00,1.000000
194908,FUJI,SC2020,HO,2017-12-27 00:00:00,5.000000
194912,FUJI,SC2020,HO,2017-12-27 00:00:00,5.000000
194924,FUJI,SC2020,HO,2017-12-27 00:00:00,5.000000
194940,FUJI,SC2020,HO,2017-12-27 00:00:00,5.000000
194939,FUJI,SC2020,HO,2017-12-27 00:00:00,5.000000
VGFK271796,EPSON,L360,CEB,2017-12-26 00:00:00,27.000000
VGFK271769,EPSON,L360,HO,2017-12-26 00:00:00,27.000000
VGFK249652,EPSON,L360,HO,2017-12-26 00:00:00,27.000000
VGFK271783,EPSON,L360,HO,2017-12-26 00:00:00,27.000000
VGFK249640,EPSON,L360,CEB,2017-12-26 00:00:00,27.000000
LPGA224756,CANON,LBP2900,HO,2017-12-28 00:00:00,123.000000
VNH4320617,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNC3500836,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH3K00670,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4320641,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4331292,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH6801771,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4320647,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320640,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320637,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4602038,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH6H01862,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH3K20023,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4331294,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH3K46304,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320634,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNC3501153,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320646,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320639,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH4320635,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNH6H01857,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNC3500997,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
VNC5804366,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4320644,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNC6C00760,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4320642,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNH4320636,HP,M401DN,REFURB,2017-12-29 00:00:00,38.000000
VNC3K00660,HP,M401DN,HO,2017-12-29 00:00:00,38.000000
CNB7D67H0R,HP,M425dw,HO,2017-12-29 00:00:00,2.000000
CNB7D6JH1M,HP,M425dw,CEB,2017-12-29 00:00:00,2.000000
CNB9H8Q3RX,HP,M225DN,REFURB,2018-01-03 00:00:00,2.000000
UBLY022799,EPSON,L1800,BOR,2018-01-04 00:00:00,2.000000
UBLY022872,EPSON,L1800,BOR,2018-01-04 00:00:00,2.000000
CNDXK2V9N3,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9L0,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9J0,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9G0,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9JD,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9DN,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9F5,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9BM,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V99L,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNDXK2V9GD,HP,M606DN,HO,2018-01-05 00:00:00,33.000000
CNC8C9Q00S,HP,M4555,REFURB,2018-01-06 00:00:00,15.000000
CNC8D7J00N,HP,M4555,REFURB,2018-01-06 00:00:00,15.000000
CNDXFB63LX,HP,M4555,REFURB,2018-01-06 00:00:00,15.000000
CNC8D7J017,HP,M4555,REFURB,2018-01-06 00:00:00,15.000000
CNC8D7J01C,HP,M4555,CEB,2018-01-06 00:00:00,15.000000
CNC8C96002,HP,M4555,CEB,2018-01-06 00:00:00,15.000000
YWL521789,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521544,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521551,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521732,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521729,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521545,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521936,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522708,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521921,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521730,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521671,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521443,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL515978,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521442,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521523,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522648,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521790,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL520890,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521920,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521535,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521995,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521447,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521690,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL5219189,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521571,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521942,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521935,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL520888,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521685,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521728,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521993,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521992,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521331,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521553,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522705,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522649,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521934,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522647,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521546,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521791,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521332,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521450,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521329,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521536,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521693,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522650,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522652,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521590,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521916,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521994,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521694,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522671,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521357,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521584,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521946,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521939,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522659,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522663,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522593,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521495,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521517,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521514,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522658,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521660,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522653,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521591,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL521587,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522508,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
YWL522516,FUJI,P355D,HO,2018-01-08 00:00:00,536.000000
